Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-APK-0002,Group,Shared Experience,Trip,Travel,Expense,2026-06-16,03:13:25,2026-06-16 03:13:25,24638.31,INR,-24638.31,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0002,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
833,MTR-APK-0833,Group,Shared Living,Shared Living,Rent,Expense,2026-04-19,04:02:01,2026-04-19 04:02:01,3347.93,INR,-3347.93,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0833 | Rent | 3347.93,Android,B17,RAMP_501_1500,CREATED,idem-20260902-apk-0833,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-APK-GROUP-SHARED_LIVING-0833 | Rent | 3347.93,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
836,MTR-APK-0836,Group,Shared Living,Shared Living,Utilities,Expense,2026-02-25,13:01:03,2026-02-25 13:01:03,26506.66,INR,-26506.66,APK Meera,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-0836 | Utilities | 26506.66,Android,B17,RAMP_501_1500,CREATED,idem-20260902-apk-0836,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-SHARED_LIVING-0836 | Utilities | 26506.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
839,MTR-APK-0839,Group,Shared Living,Shared Living,Groceries,Expense,2025-12-09,20:51:41,2025-12-09 20:51:41,21565.46,INR,-21565.46,APK Owner,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-0839 | Groceries | 21565.46,Android,B17,RAMP_501_1500,CREATED,idem-20260902-apk-0839,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-SHARED_LIVING-0839 | Groceries | 21565.46,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
842,MTR-APK-0842,Group,Shared Living,Shared Living,Maintenance,Expense,2025-12-06,17:05:13,2025-12-06 17:05:13,21722.57,INR,-21722.57,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-0842 | Maintenance | 21722.57,Android,B17,RAMP_501_1500,CREATED,idem-20260902-apk-0842,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-APK-GROUP-SHARED_LIVING-0842 | Maintenance | 21722.57,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
845,MTR-APK-0845,Group,Shared Living,Shared Living,Other,Expense,2026-01-06,04:29:41,2026-01-06 04:29:41,25192.0,INR,-25192.0,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0845 | Other | 25192.00,Android,B17,RAMP_501_1500,CREATED,idem-20260902-apk-0845,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-SHARED_LIVING-0845 | Other | 25192.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
848,MTR-APK-0848,Group,Shared Living,Family Household,Rent,Expense,2026-02-10,03:28:49,2026-02-10 03:28:49,23716.22,INR,-23716.22,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0848 | Rent | 23716.22,Android,B17,RAMP_501_1500,CREATED,idem-20260902-apk-0848,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Rent,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0848 | Rent | 23716.22,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
851,MTR-APK-0851,Group,Shared Living,Family Household,Groceries,Expense,2026-02-19,08:55:12,2026-02-19 08:55:12,10000.0,INR,-10000.0,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0851 | Groceries | 10000.00,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0851,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0851 | Groceries | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
854,MTR-APK-0854,Group,Shared Living,Family Household,Transport,Expense,2026-07-31,20:23:00,2026-07-31 20:23:00,20767.14,INR,-20767.14,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0854 | Transport | 20767.14,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0854,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Transport,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0854 | Transport | 20767.14,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
857,MTR-APK-0857,Group,Shared Living,Family Household,Bills,Expense,2026-08-28,12:55:14,2026-08-28 12:55:14,17571.68,INR,-17571.68,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0857 | Bills | 17571.68,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0857,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0857 | Bills | 17571.68,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
860,MTR-APK-0860,Group,Shared Living,Family Household,Utilities,Expense,2026-03-06,10:32:56,2026-03-06 10:32:56,20232.35,INR,-20232.35,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0860 | Utilities | 20232.35,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0860,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0860 | Utilities | 20232.35,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
863,MTR-APK-0863,Group,Shared Living,Family Household,Healthcare,Expense,2026-04-10,22:09:01,2026-04-10 22:09:01,20082.62,INR,-20082.62,APK Meera,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0863 | Healthcare | 20082.62,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0863,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Healthcare,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0863 | Healthcare | 20082.62,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
866,MTR-APK-0866,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-07-02,00:47:58,2026-07-02 00:47:58,23844.48,INR,-23844.48,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-CUSTOM_LIVING-0866 | Custom Expense | 23844.48,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0866,android,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_LIVING-0866 | Custom Expense | 23844.48,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
869,MTR-APK-0869,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2025-11-17,18:36:36,2025-11-17 18:36:36,22912.43,INR,22912.43,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_LIVING-0869 | Custom Contribution | 22912.43,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0869,android,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.percentage,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_LIVING-0869 | Custom Contribution | 22912.43,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
872,MTR-APK-0872,Group,Shared Experience,Trip,Travel,Expense,2025-09-24,04:51:02,2025-09-24 04:51:02,1738.88,INR,-1738.88,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-0872 | Travel | 1738.88,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0872,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-APK-GROUP-TRIP-0872 | Travel | 1738.88,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
875,MTR-APK-0875,Group,Shared Experience,Trip,Stay,Expense,2026-05-19,21:49:50,2026-05-19 21:49:50,29812.53,INR,-29812.53,APK Owner,3,SHARES,MAESTRO-APK-GROUP-TRIP-0875 | Stay | 29812.53,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0875,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Stay,MAESTRO-APK-GROUP-TRIP-0875 | Stay | 29812.53,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
878,MTR-APK-0878,Group,Shared Experience,Trip,Food,Expense,2026-05-01,09:47:55,2026-05-01 09:47:55,14815.72,INR,-14815.72,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0878 | Food | 14815.72,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0878,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-APK-GROUP-TRIP-0878 | Food | 14815.72,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
881,MTR-APK-0881,Group,Shared Experience,Trip,Local Transport,Expense,2026-07-19,23:50:02,2026-07-19 23:50:02,13075.28,INR,-13075.28,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-0881 | Local Transport | 13075.28,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0881,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Local Transport,MAESTRO-APK-GROUP-TRIP-0881 | Local Transport | 13075.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
884,MTR-APK-0884,Group,Shared Experience,Trip,Activities,Expense,2026-08-17,10:49:28,2026-08-17 10:49:28,6794.37,INR,-6794.37,APK Owner,3,EXACT,MAESTRO-APK-GROUP-TRIP-0884 | Activities | 6794.37,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0884,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-APK-GROUP-TRIP-0884 | Activities | 6794.37,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
887,MTR-APK-0887,Group,Shared Experience,Trip,Shopping,Expense,2025-10-30,01:05:10,2025-10-30 01:05:10,19673.26,INR,-19673.26,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-TRIP-0887 | Shopping | 19673.26,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0887,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shopping,MAESTRO-APK-GROUP-TRIP-0887 | Shopping | 19673.26,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
890,MTR-APK-0890,Group,Shared Experience,Trip,Other,Expense,2025-12-13,10:34:42,2025-12-13 10:34:42,24491.47,INR,-24491.47,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0890 | Other | 24491.47,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0890,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-TRIP-0890 | Other | 24491.47,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
893,MTR-APK-0893,Group,Shared Experience,Wedding,Venue,Expense,2026-02-27,14:54:58,2026-02-27 14:54:58,10600.82,INR,-10600.82,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-0893 | Venue | 10600.82,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0893,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-APK-GROUP-WEDDING-0893 | Venue | 10600.82,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
896,MTR-APK-0896,Group,Shared Experience,Wedding,Catering,Expense,2026-06-17,07:11:58,2026-06-17 07:11:58,11179.49,INR,-11179.49,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-WEDDING-0896 | Catering | 11179.49,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0896,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Catering,MAESTRO-APK-GROUP-WEDDING-0896 | Catering | 11179.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
899,MTR-APK-0899,Group,Shared Experience,Wedding,Decor,Expense,2026-08-20,23:14:26,2026-08-20 23:14:26,26224.59,INR,-26224.59,APK Meera,3,SHARES,MAESTRO-APK-GROUP-WEDDING-0899 | Decor | 26224.59,Android,B18,RAMP_501_1500,CREATED,idem-20260902-apk-0899,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-APK-GROUP-WEDDING-0899 | Decor | 26224.59,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
902,MTR-APK-0902,Group,Shared Experience,Wedding,Travel,Expense,2026-05-12,15:51:28,2026-05-12 15:51:28,7408.69,INR,-7408.69,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-0902 | Travel | 7408.69,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0902,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-WEDDING-0902 | Travel | 7408.69,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
905,MTR-APK-0905,Group,Shared Experience,Wedding,Gifts,Expense,2025-12-15,17:13:37,2025-12-15 17:13:37,3141.99,INR,-3141.99,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-0905 | Gifts | 3141.99,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0905,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gifts,MAESTRO-APK-GROUP-WEDDING-0905 | Gifts | 3141.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
908,MTR-APK-0908,Group,Shared Experience,Wedding,Photography,Expense,2025-11-20,06:57:44,2025-11-20 06:57:44,4520.35,INR,-4520.35,APK Meera,3,EXACT,MAESTRO-APK-GROUP-WEDDING-0908 | Photography | 4520.35,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0908,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Photography,MAESTRO-APK-GROUP-WEDDING-0908 | Photography | 4520.35,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
911,MTR-APK-0911,Group,Shared Experience,Wedding,Other,Expense,2026-04-19,05:40:40,2026-04-19 05:40:40,9045.15,INR,-9045.15,APK Owner,3,SHARES,MAESTRO-APK-GROUP-WEDDING-0911 | Other | 9045.15,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0911,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-WEDDING-0911 | Other | 9045.15,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
914,MTR-APK-0914,Group,Shared Experience,Office Outing,Food,Expense,2026-02-14,16:31:06,2026-02-14 16:31:06,20853.69,INR,-20853.69,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-0914 | Food | 20853.69,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0914,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-APK-GROUP-OFFICE_OUTING-0914 | Food | 20853.69,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
917,MTR-APK-0917,Group,Shared Experience,Office Outing,Travel,Expense,2026-08-16,19:12:31,2026-08-16 19:12:31,7340.37,INR,-7340.37,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-OFFICE_OUTING-0917 | Travel | 7340.37,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0917,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Travel,MAESTRO-APK-GROUP-OFFICE_OUTING-0917 | Travel | 7340.37,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
920,MTR-APK-0920,Group,Shared Experience,Office Outing,Activities,Expense,2026-02-07,04:01:36,2026-02-07 04:01:36,27512.89,INR,-27512.89,APK Owner,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-0920 | Activities | 27512.89,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0920,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-APK-GROUP-OFFICE_OUTING-0920 | Activities | 27512.89,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
923,MTR-APK-0923,Group,Shared Experience,Office Outing,Venue,Expense,2026-03-08,17:46:08,2026-03-08 17:46:08,29965.75,INR,-29965.75,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-OFFICE_OUTING-0923 | Venue | 29965.75,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0923,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Venue,MAESTRO-APK-GROUP-OFFICE_OUTING-0923 | Venue | 29965.75,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
926,MTR-APK-0926,Group,Shared Experience,Office Outing,Other,Expense,2026-07-03,04:57:45,2026-07-03 04:57:45,27764.23,INR,-27764.23,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-0926 | Other | 27764.23,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0926,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-OFFICE_OUTING-0926 | Other | 27764.23,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
929,MTR-APK-0929,Group,Shared Experience,House Party,Food,Expense,2025-10-27,18:18:38,2025-10-27 18:18:38,24577.8,INR,-24577.8,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-0929 | Food | 24577.80,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0929,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Food,MAESTRO-APK-GROUP-HOUSE_PARTY-0929 | Food | 24577.80,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
932,MTR-APK-0932,Group,Shared Experience,House Party,Drinks,Expense,2026-04-12,05:50:02,2026-04-12 05:50:02,14338.49,INR,-14338.49,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-HOUSE_PARTY-0932 | Drinks | 14338.49,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0932,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Drinks,MAESTRO-APK-GROUP-HOUSE_PARTY-0932 | Drinks | 14338.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
935,MTR-APK-0935,Group,Shared Experience,House Party,Decor,Expense,2026-01-15,16:13:09,2026-01-15 16:13:09,29343.18,INR,-29343.18,APK Meera,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-0935 | Decor | 29343.18,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0935,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-APK-GROUP-HOUSE_PARTY-0935 | Decor | 29343.18,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
938,MTR-APK-0938,Group,Shared Experience,House Party,Supplies,Expense,2026-06-04,19:27:19,2026-06-04 19:27:19,25071.64,INR,-25071.64,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-HOUSE_PARTY-0938 | Supplies | 25071.64,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0938,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Supplies,MAESTRO-APK-GROUP-HOUSE_PARTY-0938 | Supplies | 25071.64,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
941,MTR-APK-0941,Group,Shared Experience,House Party,Other,Expense,2026-08-31,01:27:11,2026-08-31 01:27:11,6025.86,INR,-6025.86,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-0941 | Other | 6025.86,Android,B19,RAMP_501_1500,CREATED,idem-20260902-apk-0941,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-HOUSE_PARTY-0941 | Other | 6025.86,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
