Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001
1013,MTR-APK-1013,Group,Shared Living,Shared Living,Groceries,Expense,2025-09-20,20:02:07,2025-09-20 20:02:07,28399.56,INR,-28399.56,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-1013 | Groceries | 28399.56,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1013
1014,MTR-APK-1014,Business,Business,Team Operations,Contractor,Expense,2026-06-06,22:10:49,2026-06-06 22:10:49,90710.84,INR,-90710.84,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1014 | Contractor | 90710.84,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1014
1015,MTR-APK-1015,Personal,Personal,Lifestyle,Fitness,Expense,2026-04-09,12:18:35,2026-04-09 12:18:35,16536.19,INR,-16536.19,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1015 | Fitness | 16536.19,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1015
1016,MTR-APK-1016,Group,Shared Living,Shared Living,Maintenance,Expense,2026-01-10,07:58:59,2026-01-10 07:58:59,17286.45,INR,-17286.45,APK Meera,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-1016 | Maintenance | 17286.45,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1016
1017,MTR-APK-1017,Business,Business,Team Operations,Hiring,Expense,2026-01-02,10:56:25,2026-01-02 10:56:25,49741.5,INR,-49741.5,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1017 | Hiring | 49741.50,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1017
1018,MTR-APK-1018,Personal,Personal,Lifestyle,Hobbies,Expense,2025-09-15,20:02:06,2025-09-15 20:02:06,9928.7,INR,-9928.7,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1018 | Hobbies | 9928.70,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1018
1019,MTR-APK-1019,Group,Shared Living,Shared Living,Other,Expense,2025-11-01,10:18:29,2025-11-01 10:18:29,20059.54,INR,-20059.54,APK Owner,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-1019 | Other | 20059.54,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1019
1020,MTR-APK-1020,Business,Business,Team Operations,Team Meal,Expense,2025-12-14,08:28:50,2025-12-14 08:28:50,106099.56,INR,-106099.56,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1020 | Team Meal | 106099.56,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1020
1021,MTR-APK-1021,Personal,Personal,Relationships,Gifts,Expense,2025-11-18,06:02:27,2025-11-18 06:02:27,16318.2,INR,-16318.2,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1021 | Gifts | 16318.20,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1021
1022,MTR-APK-1022,Group,Shared Living,Family Household,School,Expense,2025-10-25,11:46:48,2025-10-25 11:46:48,11777.39,INR,-11777.39,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1022 | School | 11777.39,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1022
1023,MTR-APK-1023,Business,Business,Team Operations,Travel,Expense,2025-12-26,08:55:49,2025-12-26 08:55:49,116655.18,INR,-116655.18,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1023 | Travel | 116655.18,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1023
1024,MTR-APK-1024,Personal,Personal,Relationships,Dates,Expense,2026-04-02,07:02:06,2026-04-02 07:02:06,7842.84,INR,-7842.84,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1024 | Dates | 7842.84,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1024
1025,MTR-APK-1025,Group,Shared Living,Family Household,Other,Expense,2026-08-16,01:55:30,2026-08-16 01:55:30,15614.02,INR,-15614.02,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1025 | Other | 15614.02,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1025
1026,MTR-APK-1026,Business,Business,Team Operations,Training,Expense,2026-03-24,07:29:42,2026-03-24 07:29:42,153622.72,INR,-153622.72,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1026 | Training | 153622.72,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1026
1027,MTR-APK-1027,Personal,Personal,Relationships,Family,Expense,2025-12-03,16:11:14,2025-12-03 16:11:14,18135.15,INR,-18135.15,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1027 | Family | 18135.15,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1027
1028,MTR-APK-1028,Group,Shared Living,Family Household,Rent,Expense,2026-07-26,13:10:55,2026-07-26 13:10:55,558.94,INR,-558.94,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1028 | Rent | 558.94,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1028
1029,MTR-APK-1029,Business,Business,Team Operations,Tools,Expense,2026-04-29,08:21:22,2026-04-29 08:21:22,118501.38,INR,-118501.38,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1029 | Tools | 118501.38,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1029
1030,MTR-APK-1030,Personal,Personal,Relationships,Friends,Expense,2026-02-27,07:36:38,2026-02-27 07:36:38,14268.0,INR,-14268.0,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1030 | Friends | 14268.00,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1030
1031,MTR-APK-1031,Group,Shared Living,Family Household,Groceries,Expense,2026-03-29,19:53:48,2026-03-29 19:53:48,16249.54,INR,-16249.54,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1031 | Groceries | 16249.54,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1031
1032,MTR-APK-1032,Business,Business,Business Runway,Funding,Income,2026-05-03,12:02:03,2026-05-03 12:02:03,54146.06,INR,54146.06,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1032 | Funding | 54146.06,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1032
1033,MTR-APK-1033,Personal,Personal,Relationships,Celebrations,Expense,2025-11-14,07:06:47,2025-11-14 07:06:47,19752.03,INR,-19752.03,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1033 | Celebrations | 19752.03,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1033
1034,MTR-APK-1034,Group,Shared Living,Family Household,Transport,Expense,2026-02-10,18:11:36,2026-02-10 18:11:36,818.7,INR,-818.7,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1034 | Transport | 818.70,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1034
1035,MTR-APK-1035,Business,Business,Business Runway,Revenue,Income,2025-12-10,04:51:24,2025-12-10 04:51:24,75548.72,INR,75548.72,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1035 | Revenue | 75548.72,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1035
1036,MTR-APK-1036,Personal,Personal,Life Operations,Groceries,Expense,2026-07-25,04:27:56,2026-07-25 04:27:56,999.99,INR,-999.99,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1036 | Groceries | 999.99,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1036
1037,MTR-APK-1037,Group,Shared Living,Family Household,Bills,Expense,2025-11-04,21:30:54,2025-11-04 21:30:54,27161.15,INR,-27161.15,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-1037 | Bills | 27161.15,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1037
1038,MTR-APK-1038,Business,Business,Business Runway,Burn,Expense,2025-11-01,23:30:31,2025-11-01 23:30:31,152430.8,INR,-152430.8,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1038 | Burn | 152430.80,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1038
1039,MTR-APK-1039,Personal,Personal,Life Operations,Rent,Expense,2026-07-28,19:01:17,2026-07-28 19:01:17,8502.52,INR,-8502.52,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1039 | Rent | 8502.52,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1039
1040,MTR-APK-1040,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-08-09,21:31:01,2026-08-09 21:31:01,21943.69,INR,-21943.69,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_LIVING-1040 | Custom Expense | 21943.69,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1040
1041,MTR-APK-1041,Business,Business,Business Runway,Reserve,Transfer,2025-09-10,15:52:13,2025-09-10 15:52:13,68433.96,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1041 | Reserve | 68433.96,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1041
1042,MTR-APK-1042,Personal,Personal,Life Operations,Bills,Expense,2026-05-16,20:47:15,2026-05-16 20:47:15,15404.3,INR,-15404.3,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1042 | Bills | 15404.30,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1042
1043,MTR-APK-1043,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2025-12-15,07:26:23,2025-12-15 07:26:23,15407.63,INR,15407.63,APK Meera,3,SHARES,MAESTRO-APK-GROUP-CUSTOM_LIVING-1043 | Custom Contribution | 15407.63,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1043
1044,MTR-APK-1044,Business,Business,Business Runway,Loan,Income,2025-12-06,09:39:09,2025-12-06 09:39:09,4804.69,INR,4804.69,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1044 | Loan | 4804.69,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1044
1045,MTR-APK-1045,Personal,Personal,Life Operations,Transport,Expense,2026-07-04,20:13:12,2026-07-04 20:13:12,4231.74,INR,-4231.74,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1045 | Transport | 4231.74,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1045
1046,MTR-APK-1046,Group,Shared Experience,Trip,Travel,Expense,2026-02-07,07:29:12,2026-02-07 07:29:12,27342.79,INR,-27342.79,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-1046 | Travel | 27342.79,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1046
1047,MTR-APK-1047,Business,Business,Business Runway,Investment,Income,2026-04-21,09:56:03,2026-04-21 09:56:03,26230.67,INR,26230.67,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1047 | Investment | 26230.67,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1047
1048,MTR-APK-1048,Personal,Personal,Life Operations,Healthcare,Expense,2025-09-07,03:42:34,2025-09-07 03:42:34,12504.51,INR,-12504.51,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1048 | Healthcare | 12504.51,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1048
1049,MTR-APK-1049,Group,Shared Experience,Trip,Stay,Expense,2026-03-13,09:42:29,2026-03-13 09:42:29,16440.48,INR,-16440.48,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-1049 | Stay | 16440.48,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1049
1050,MTR-APK-1050,Business,Business,Business Operations,Software,Expense,2025-10-07,22:30:24,2025-10-07 22:30:24,161985.28,INR,-161985.28,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1050 | Software | 161985.28,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1050
1051,MTR-APK-1051,Personal,Personal,Life Operations,Subscriptions,Expense,2026-04-03,18:48:25,2026-04-03 18:48:25,19309.03,INR,-19309.03,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1051 | Subscriptions | 19309.03,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1051
1052,MTR-APK-1052,Group,Shared Experience,Trip,Food,Expense,2026-06-13,14:25:53,2026-06-13 14:25:53,13794.7,INR,-13794.7,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-1052 | Food | 13794.70,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1052
1053,MTR-APK-1053,Business,Business,Business Operations,Rent,Expense,2026-02-26,04:44:57,2026-02-26 04:44:57,19913.01,INR,-19913.01,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1053 | Rent | 19913.01,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1053
1054,MTR-APK-1054,Personal,Personal,Life Operations,Repairs,Expense,2026-01-17,07:40:40,2026-01-17 07:40:40,3075.62,INR,-3075.62,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1054 | Repairs | 3075.62,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1054
1055,MTR-APK-1055,Group,Shared Experience,Trip,Local Transport,Expense,2026-01-21,14:04:34,2026-01-21 14:04:34,18087.97,INR,-18087.97,APK Owner,3,SHARES,MAESTRO-APK-GROUP-TRIP-1055 | Local Transport | 18087.97,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1055
1056,MTR-APK-1056,Business,Business,Business Operations,Marketing,Expense,2026-06-09,18:57:11,2026-06-09 18:57:11,97223.44,INR,-97223.44,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1056 | Marketing | 97223.44,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1056
1057,MTR-APK-1057,Personal,Personal,Future Building,Savings,Transfer,2025-12-24,03:43:33,2025-12-24 03:43:33,7553.56,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1057 | Savings | 7553.56,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1057
1058,MTR-APK-1058,Group,Shared Experience,Trip,Activities,Expense,2026-04-27,18:35:16,2026-04-27 18:35:16,11400.83,INR,-11400.83,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-TRIP-1058 | Activities | 11400.83,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1058
1059,MTR-APK-1059,Business,Business,Business Operations,Legal,Expense,2026-05-16,14:35:25,2026-05-16 14:35:25,19392.83,INR,-19392.83,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1059 | Legal | 19392.83,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1059
1060,MTR-APK-1060,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-06-03,11:19:26,2026-06-03 11:19:26,4762.35,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1060 | Emergency Fund | 4762.35,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1060
1061,MTR-APK-1061,Group,Shared Experience,Trip,Shopping,Expense,2026-02-25,11:09:30,2026-02-25 11:09:30,17280.87,INR,-17280.87,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-1061 | Shopping | 17280.87,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1061
1062,MTR-APK-1062,Business,Business,Business Operations,Accounting,Expense,2026-05-27,00:41:11,2026-05-27 00:41:11,121740.15,INR,-121740.15,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1062 | Accounting | 121740.15,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1062
1063,MTR-APK-1063,Personal,Personal,Future Building,Investments,Investment,2026-08-04,00:09:07,2026-08-04 00:09:07,17851.58,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1063 | Investments | 17851.58,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1063
1064,MTR-APK-1064,Group,Shared Experience,Trip,Other,Expense,2026-04-30,12:54:55,2026-04-30 12:54:55,15171.27,INR,-15171.27,APK Owner,3,EXACT,MAESTRO-APK-GROUP-TRIP-1064 | Other | 15171.27,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1064
1065,MTR-APK-1065,Business,Business,Business Operations,Equipment,Expense,2026-07-04,03:43:57,2026-07-04 03:43:57,31604.1,INR,-31604.1,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1065 | Equipment | 31604.10,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1065
1066,MTR-APK-1066,Personal,Personal,Future Building,Education,Expense,2026-01-20,10:44:03,2026-01-20 10:44:03,18527.07,INR,-18527.07,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1066 | Education | 18527.07,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1066
1067,MTR-APK-1067,Group,Shared Experience,Wedding,Venue,Expense,2025-11-11,16:58:20,2025-11-11 16:58:20,12058.21,INR,-12058.21,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-WEDDING-1067 | Venue | 12058.21,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1067
1068,MTR-APK-1068,Business,Business,Business Operations,Vendor,Expense,2026-05-01,21:17:25,2026-05-01 21:17:25,98805.45,INR,-98805.45,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1068 | Vendor | 98805.45,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1068
1069,MTR-APK-1069,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-01-17,19:53:23,2026-01-17 19:53:23,15422.74,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1069 | Goal Contribution | 15422.74,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1069
1070,MTR-APK-1070,Group,Shared Experience,Wedding,Catering,Expense,2026-02-23,23:18:59,2026-02-23 23:18:59,10473.38,INR,-10473.38,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-1070 | Catering | 10473.38,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1070
1071,MTR-APK-1071,Business,Business,Business Operations,Tax,Expense,2026-03-22,04:12:02,2026-03-22 04:12:02,56390.3,INR,-56390.3,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1071 | Tax | 56390.30,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1071
1072,MTR-APK-1072,Personal,Personal,Lifestyle,Dining,Expense,2025-10-25,20:55:50,2025-10-25 20:55:50,1345.81,INR,-1345.81,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1072 | Dining | 1345.81,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1072
1073,MTR-APK-1073,Group,Shared Experience,Wedding,Decor,Expense,2026-05-13,08:33:10,2026-05-13 08:33:10,10000.0,INR,-10000.0,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-1073 | Decor | 10000.00,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1073
1074,MTR-APK-1074,Business,Business,Team Operations,Payroll,Expense,2025-10-29,21:31:59,2025-10-29 21:31:59,98311.69,INR,-98311.69,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1074 | Payroll | 98311.69,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1074
1075,MTR-APK-1075,Personal,Personal,Lifestyle,Shopping,Expense,2026-02-23,02:58:08,2026-02-23 02:58:08,17787.87,INR,-17787.87,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1075 | Shopping | 17787.87,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1075
1076,MTR-APK-1076,Group,Shared Experience,Wedding,Travel,Expense,2026-04-21,09:13:47,2026-04-21 09:13:47,25219.59,INR,-25219.59,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-WEDDING-1076 | Travel | 25219.59,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1076
1077,MTR-APK-1077,Business,Business,Team Operations,Contractor,Expense,2026-06-02,22:36:36,2026-06-02 22:36:36,139473.21,INR,-139473.21,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1077 | Contractor | 139473.21,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1077
1078,MTR-APK-1078,Personal,Personal,Lifestyle,Entertainment,Expense,2025-12-12,19:22:47,2025-12-12 19:22:47,9112.45,INR,-9112.45,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1078 | Entertainment | 9112.45,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1078
1079,MTR-APK-1079,Group,Shared Experience,Wedding,Gifts,Expense,2026-02-02,09:29:06,2026-02-02 09:29:06,18741.51,INR,-18741.51,APK Meera,3,SHARES,MAESTRO-APK-GROUP-WEDDING-1079 | Gifts | 18741.51,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1079
1080,MTR-APK-1080,Business,Business,Team Operations,Hiring,Expense,2026-05-07,00:26:46,2026-05-07 00:26:46,23420.15,INR,-23420.15,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1080 | Hiring | 23420.15,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1080
1081,MTR-APK-1081,Personal,Personal,Lifestyle,Travel,Expense,2025-12-27,07:45:31,2025-12-27 07:45:31,2251.45,INR,-2251.45,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1081 | Travel | 2251.45,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1081
1082,MTR-APK-1082,Group,Shared Experience,Wedding,Photography,Expense,2025-12-08,01:13:22,2025-12-08 01:13:22,10859.37,INR,-10859.37,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-1082 | Photography | 10859.37,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1082
1083,MTR-APK-1083,Business,Business,Team Operations,Team Meal,Expense,2026-03-01,19:01:09,2026-03-01 19:01:09,115234.98,INR,-115234.98,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1083 | Team Meal | 115234.98,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1083
1084,MTR-APK-1084,Personal,Personal,Lifestyle,Fitness,Expense,2025-10-29,02:04:16,2025-10-29 02:04:16,979.3,INR,-979.3,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1084 | Fitness | 979.30,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1084
1085,MTR-APK-1085,Group,Shared Experience,Wedding,Other,Expense,2026-07-05,20:07:15,2026-07-05 20:07:15,8449.74,INR,-8449.74,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-1085 | Other | 8449.74,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1085
1086,MTR-APK-1086,Business,Business,Team Operations,Travel,Expense,2025-12-27,17:06:47,2025-12-27 17:06:47,52531.66,INR,-52531.66,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1086 | Travel | 52531.66,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1086
1087,MTR-APK-1087,Personal,Personal,Lifestyle,Hobbies,Expense,2026-01-28,22:55:42,2026-01-28 22:55:42,14294.28,INR,-14294.28,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1087 | Hobbies | 14294.28,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1087
1088,MTR-APK-1088,Group,Shared Experience,Office Outing,Food,Expense,2026-01-23,03:27:58,2026-01-23 03:27:58,7212.32,INR,-7212.32,APK Meera,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-1088 | Food | 7212.32,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1088
1089,MTR-APK-1089,Business,Business,Team Operations,Training,Expense,2026-02-21,03:47:59,2026-02-21 03:47:59,12876.67,INR,-12876.67,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1089 | Training | 12876.67,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1089
1090,MTR-APK-1090,Personal,Personal,Relationships,Gifts,Expense,2026-02-01,13:03:05,2026-02-01 13:03:05,16091.68,INR,-16091.68,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1090 | Gifts | 16091.68,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1090
1091,MTR-APK-1091,Group,Shared Experience,Office Outing,Travel,Expense,2026-07-04,08:00:09,2026-07-04 08:00:09,29888.09,INR,-29888.09,APK Owner,3,SHARES,MAESTRO-APK-GROUP-OFFICE_OUTING-1091 | Travel | 29888.09,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1091
1092,MTR-APK-1092,Business,Business,Team Operations,Tools,Expense,2025-10-12,18:18:19,2025-10-12 18:18:19,114050.1,INR,-114050.1,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1092 | Tools | 114050.10,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1092
1093,MTR-APK-1093,Personal,Personal,Relationships,Dates,Expense,2025-12-11,22:31:04,2025-12-11 22:31:04,10801.96,INR,-10801.96,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1093 | Dates | 10801.96,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1093
1094,MTR-APK-1094,Group,Shared Experience,Office Outing,Activities,Expense,2026-01-04,19:14:07,2026-01-04 19:14:07,8910.64,INR,-8910.64,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-1094 | Activities | 8910.64,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1094
1095,MTR-APK-1095,Business,Business,Business Runway,Funding,Income,2026-04-03,11:21:49,2026-04-03 11:21:49,137514.71,INR,137514.71,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1095 | Funding | 137514.71,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1095
1096,MTR-APK-1096,Personal,Personal,Relationships,Family,Expense,2026-01-30,12:39:40,2026-01-30 12:39:40,16868.83,INR,-16868.83,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1096 | Family | 16868.83,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1096
