Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-APK-0003,Business,Business,Team Operations,Payroll,Expense,2026-02-28,00:36:32,2026-02-28 00:36:32,150101.63,INR,-150101.63,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0003,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
513,MTR-APK-0513,Business,Business,Team Operations,Hiring,Expense,2026-07-17,08:21:44,2026-07-17 08:21:44,138029.28,INR,-138029.28,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0513 | Hiring | 138029.28,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0513,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0513 | Hiring | 138029.28,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
516,MTR-APK-0516,Business,Business,Team Operations,Team Meal,Expense,2025-10-21,15:07:08,2025-10-21 15:07:08,47848.03,INR,-47848.03,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0516 | Team Meal | 47848.03,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0516,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0516 | Team Meal | 47848.03,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
519,MTR-APK-0519,Business,Business,Team Operations,Travel,Expense,2026-01-13,06:59:06,2026-01-13 06:59:06,120693.85,INR,-120693.85,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0519 | Travel | 120693.85,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0519,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0519 | Travel | 120693.85,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
522,MTR-APK-0522,Business,Business,Team Operations,Training,Expense,2026-03-13,11:22:07,2026-03-13 11:22:07,56804.0,INR,-56804.0,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0522 | Training | 56804.00,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0522,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0522 | Training | 56804.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
525,MTR-APK-0525,Business,Business,Team Operations,Tools,Expense,2025-10-19,05:56:21,2025-10-19 05:56:21,19401.04,INR,-19401.04,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0525 | Tools | 19401.04,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0525,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0525 | Tools | 19401.04,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
528,MTR-APK-0528,Business,Business,Business Runway,Funding,Income,2025-09-02,22:41:57,2025-09-02 22:41:57,10682.02,INR,10682.02,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0528 | Funding | 10682.02,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0528,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0528 | Funding | 10682.02,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
531,MTR-APK-0531,Business,Business,Business Runway,Revenue,Income,2026-03-21,01:06:34,2026-03-21 01:06:34,41595.1,INR,41595.1,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0531 | Revenue | 41595.10,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0531,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0531 | Revenue | 41595.10,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
534,MTR-APK-0534,Business,Business,Business Runway,Burn,Expense,2026-07-28,02:05:44,2026-07-28 02:05:44,13214.74,INR,-13214.74,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0534 | Burn | 13214.74,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0534,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0534 | Burn | 13214.74,JOINED,Runway Log Expense
537,MTR-APK-0537,Business,Business,Business Runway,Reserve,Transfer,2026-06-19,07:39:23,2026-06-19 07:39:23,120222.95,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0537 | Reserve | 120222.95,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0537,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0537 | Reserve | 120222.95,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
540,MTR-APK-0540,Business,Business,Business Runway,Loan,Income,2026-08-15,09:28:09,2026-08-15 09:28:09,46350.11,INR,46350.11,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0540 | Loan | 46350.11,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0540,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0540 | Loan | 46350.11,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
543,MTR-APK-0543,Business,Business,Business Runway,Investment,Income,2025-12-11,07:10:38,2025-12-11 07:10:38,136187.31,INR,136187.31,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0543 | Investment | 136187.31,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0543,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0543 | Investment | 136187.31,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
546,MTR-APK-0546,Business,Business,Business Operations,Software,Expense,2026-07-01,21:24:09,2026-07-01 21:24:09,80801.27,INR,-80801.27,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0546 | Software | 80801.27,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0546,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0546 | Software | 80801.27,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
549,MTR-APK-0549,Business,Business,Business Operations,Rent,Expense,2026-08-16,18:48:39,2026-08-16 18:48:39,173741.08,INR,-173741.08,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0549 | Rent | 173741.08,Android,B11,RAMP_501_1500,CREATED,idem-20260902-apk-0549,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0549 | Rent | 173741.08,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
552,MTR-APK-0552,Business,Business,Business Operations,Marketing,Expense,2025-11-20,17:08:23,2025-11-20 17:08:23,126992.23,INR,-126992.23,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0552 | Marketing | 126992.23,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0552,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0552 | Marketing | 126992.23,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
555,MTR-APK-0555,Business,Business,Business Operations,Legal,Expense,2026-03-06,18:31:04,2026-03-06 18:31:04,100.0,INR,-100.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0555 | Legal | 100.00,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0555,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0555 | Legal | 100.00,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
558,MTR-APK-0558,Business,Business,Business Operations,Accounting,Expense,2026-04-20,21:35:45,2026-04-20 21:35:45,58522.05,INR,-58522.05,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0558 | Accounting | 58522.05,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0558,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0558 | Accounting | 58522.05,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
561,MTR-APK-0561,Business,Business,Business Operations,Equipment,Expense,2026-04-20,07:54:07,2026-04-20 07:54:07,44950.96,INR,-44950.96,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0561 | Equipment | 44950.96,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0561,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0561 | Equipment | 44950.96,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
564,MTR-APK-0564,Business,Business,Business Operations,Vendor,Expense,2025-12-02,16:02:55,2025-12-02 16:02:55,79902.16,INR,-79902.16,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0564 | Vendor | 79902.16,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0564,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0564 | Vendor | 79902.16,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
567,MTR-APK-0567,Business,Business,Business Operations,Tax,Expense,2026-07-10,14:23:01,2026-07-10 14:23:01,147329.72,INR,-147329.72,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0567 | Tax | 147329.72,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0567,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0567 | Tax | 147329.72,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
570,MTR-APK-0570,Business,Business,Team Operations,Payroll,Expense,2026-01-18,02:10:43,2026-01-18 02:10:43,81847.67,INR,-81847.67,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0570 | Payroll | 81847.67,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0570,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0570 | Payroll | 81847.67,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
573,MTR-APK-0573,Business,Business,Team Operations,Contractor,Expense,2026-07-26,13:02:10,2026-07-26 13:02:10,50825.39,INR,-50825.39,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0573 | Contractor | 50825.39,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0573,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0573 | Contractor | 50825.39,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
576,MTR-APK-0576,Business,Business,Team Operations,Hiring,Expense,2026-06-07,17:19:57,2026-06-07 17:19:57,96463.26,INR,-96463.26,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0576 | Hiring | 96463.26,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0576,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0576 | Hiring | 96463.26,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
579,MTR-APK-0579,Business,Business,Team Operations,Team Meal,Expense,2026-05-31,07:31:53,2026-05-31 07:31:53,169339.59,INR,-169339.59,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0579 | Team Meal | 169339.59,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0579,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0579 | Team Meal | 169339.59,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
582,MTR-APK-0582,Business,Business,Team Operations,Travel,Expense,2026-01-31,07:28:14,2026-01-31 07:28:14,150955.69,INR,-150955.69,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0582 | Travel | 150955.69,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0582,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0582 | Travel | 150955.69,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
585,MTR-APK-0585,Business,Business,Team Operations,Training,Expense,2026-05-07,00:34:31,2026-05-07 00:34:31,48707.4,INR,-48707.4,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0585 | Training | 48707.40,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0585,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0585 | Training | 48707.40,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
588,MTR-APK-0588,Business,Business,Team Operations,Tools,Expense,2026-05-20,14:15:05,2026-05-20 14:15:05,111209.31,INR,-111209.31,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0588 | Tools | 111209.31,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0588,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0588 | Tools | 111209.31,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
591,MTR-APK-0591,Business,Business,Business Runway,Funding,Income,2025-09-22,15:46:50,2025-09-22 15:46:50,80847.53,INR,80847.53,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0591 | Funding | 80847.53,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0591,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0591 | Funding | 80847.53,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
594,MTR-APK-0594,Business,Business,Business Runway,Revenue,Income,2026-02-02,20:18:02,2026-02-02 20:18:02,20523.69,INR,20523.69,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0594 | Revenue | 20523.69,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0594,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0594 | Revenue | 20523.69,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
597,MTR-APK-0597,Business,Business,Business Runway,Burn,Expense,2026-05-01,06:36:20,2026-05-01 06:36:20,62527.42,INR,-62527.42,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0597 | Burn | 62527.42,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0597,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0597 | Burn | 62527.42,JOINED,Runway Log Expense
600,MTR-APK-0600,Business,Business,Business Runway,Reserve,Transfer,2026-02-13,17:52:45,2026-02-13 17:52:45,146767.37,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0600 | Reserve | 146767.37,Android,B12,RAMP_501_1500,CREATED,idem-20260902-apk-0600,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0600 | Reserve | 146767.37,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
603,MTR-APK-0603,Business,Business,Business Runway,Loan,Income,2026-06-13,03:04:56,2026-06-13 03:04:56,53461.46,INR,53461.46,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0603 | Loan | 53461.46,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0603,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0603 | Loan | 53461.46,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
606,MTR-APK-0606,Business,Business,Business Runway,Investment,Income,2026-01-12,01:18:39,2026-01-12 01:18:39,8854.75,INR,8854.75,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0606 | Investment | 8854.75,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0606,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0606 | Investment | 8854.75,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
609,MTR-APK-0609,Business,Business,Business Operations,Software,Expense,2026-03-10,13:27:32,2026-03-10 13:27:32,120530.78,INR,-120530.78,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0609 | Software | 120530.78,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0609,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0609 | Software | 120530.78,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
612,MTR-APK-0612,Business,Business,Business Operations,Rent,Expense,2025-11-01,11:46:14,2025-11-01 11:46:14,165668.6,INR,-165668.6,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0612 | Rent | 165668.60,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0612,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0612 | Rent | 165668.60,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
615,MTR-APK-0615,Business,Business,Business Operations,Marketing,Expense,2025-10-21,09:08:36,2025-10-21 09:08:36,83659.81,INR,-83659.81,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0615 | Marketing | 83659.81,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0615,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0615 | Marketing | 83659.81,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
618,MTR-APK-0618,Business,Business,Business Operations,Legal,Expense,2026-04-08,15:35:27,2026-04-08 15:35:27,86141.08,INR,-86141.08,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0618 | Legal | 86141.08,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0618,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0618 | Legal | 86141.08,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
621,MTR-APK-0621,Business,Business,Business Operations,Accounting,Expense,2026-07-08,13:40:23,2026-07-08 13:40:23,15434.18,INR,-15434.18,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0621 | Accounting | 15434.18,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0621,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0621 | Accounting | 15434.18,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
624,MTR-APK-0624,Business,Business,Business Operations,Equipment,Expense,2026-05-13,16:43:35,2026-05-13 16:43:35,148995.62,INR,-148995.62,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0624 | Equipment | 148995.62,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0624,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0624 | Equipment | 148995.62,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
627,MTR-APK-0627,Business,Business,Business Operations,Vendor,Expense,2026-01-12,00:05:00,2026-01-12 00:05:00,59306.13,INR,-59306.13,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0627 | Vendor | 59306.13,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0627,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0627 | Vendor | 59306.13,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
630,MTR-APK-0630,Business,Business,Business Operations,Tax,Expense,2025-12-07,04:52:02,2025-12-07 04:52:02,40457.77,INR,-40457.77,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0630 | Tax | 40457.77,Android,B13,RAMP_501_1500,CREATED,idem-20260902-apk-0630,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0630 | Tax | 40457.77,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
