moment_family,moment_subtype,mapping_batch,group_moment_type,screen_id,figma_screen,figma_node,widget_id,figma_widget,widget_type,ui_label,field,table_column,supporting_tables,api_read,api_write,api_contract_excel,excel_mapping_status,android_binding,ios_binding,projection,gx2_status,closure_priority,notes
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W001,Back,Navigation Action,Back,N/A,N/A :: N/A,N/A,,,,STATIC,GroupFinanceScreens,GroupFinanceScreens,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W002,Expense Splits Title,Screen Header,Expense Splits,N/A,N/A :: N/A,N/A,,,,STATIC,GroupFinanceScreens,GroupFinanceScreens,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W003,Split Filter,Filter Control,Filter,N/A,N/A :: N/A,N/A,,,,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,,LOCAL_ONLY,P1,Filter query contract not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W004,Moment Summary,Summary Card,Office Outing,snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W005,Total Split Amount,Currency Metric,Total amount,expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,projection.group_finance_snapshot :: expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_snapshot,CLIENT_FIX,P1,Shared-vs-individual split ratio is not a named top-level projection column; likely derived from snapshot_payload/canonical shares.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W006,Shared Pool Share,Ratio Metric,Shared Pool,expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,projection.group_finance_snapshot :: expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_snapshot,CLIENT_FIX,P1,Shared-vs-individual split ratio is not a named top-level projection column; likely derived from snapshot_payload/canonical shares.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W007,Individual Share,Ratio Metric,Individual,expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,projection.group_finance_snapshot :: expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_snapshot,CLIENT_FIX,P1,Shared-vs-individual split ratio is not a named top-level projection column; likely derived from snapshot_payload/canonical shares.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W008,Pool Ratio Bar,Progress / Ratio Bar,Shared vs Individual,expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,projection.group_finance_snapshot :: expense_total; contribution_total; settled_total; outstanding_total; snapshot_payload,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_snapshot,CLIENT_FIX,P1,Shared-vs-individual split ratio is not a named top-level projection column; likely derived from snapshot_payload/canonical shares.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W009,Your Balance,Settlement Highlight,Your Balance,participant_id; net_position; payable_total; receivable_total; settled_total; currency_code,projection.group_finance_position :: participant_id; net_position; payable_total; receivable_total; settled_total; currency_code,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W010,Settlement Guidance,Helper Text,Settling balances keeps group sync high.,N/A,N/A :: N/A,N/A,,,,STATIC,GroupFinanceScreens,GroupFinanceScreens,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W011,Who Owes Whom,Settlement List,Who Owes Whom,N/A,N/A :: N/A,N/A,,,,STATIC,GroupFinanceScreens,GroupFinanceScreens,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W012,Debt Row 1,Settlement Row,Member owes member · amount,participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.participant_obligation + finance.settlement :: participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,,CLIENT_FIX,P1,Optimized “who owes whom” presentation logic is projection/server derivation; exact settlement graph read contract not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W013,Debt Row 2,Settlement Row,Member owes member · amount,participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.participant_obligation + finance.settlement :: participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,,CLIENT_FIX,P1,Optimized “who owes whom” presentation logic is projection/server derivation; exact settlement graph read contract not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W014,Debt Row 3,Settlement Row,Member owes member · amount/status,participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.participant_obligation + finance.settlement :: participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,,CLIENT_FIX,P1,Optimized “who owes whom” presentation logic is projection/server derivation; exact settlement graph read contract not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W015,Debt Row 4,Settlement Row,Member owes member · amount,participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.participant_obligation + finance.settlement :: participant_obligation: participant_id; original_amount; settled_amount; status; due_at | settlement: payer_participant_id; payee_participant_id; amount; status; settled_at,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,PARTIAL,GroupFinanceScreens,GroupFinanceScreens,,CLIENT_FIX,P1,Optimized “who owes whom” presentation logic is projection/server derivation; exact settlement graph read contract not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W016,Expense Breakdown,Breakdown Section,Expense Breakdown,N/A,N/A :: N/A,N/A,,,,STATIC,GroupFinanceScreens,GroupFinanceScreens,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W017,Participant Breakdown 1,Participant Breakdown Row,Paid · Share · Net position,participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,projection.group_finance_position :: participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W018,Participant Breakdown 2,Participant Breakdown Row,Paid · Share · Net position,participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,projection.group_finance_position :: participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W019,Participant Breakdown 3,Participant Breakdown Row,Paid · Share · Net position,participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,projection.group_finance_position :: participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S06,Office Outing View Splits,1265:10310,GRP-SE-OFF-S06-W020,Participant Breakdown 4,Participant Breakdown Row,Paid · Share · Net position,participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,projection.group_finance_position :: participant_id; paid_total; allocated_total; payable_total; receivable_total; settled_total; net_position,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupFinanceScreens,GroupFinanceScreens,projection.group_finance_position,WIRED,N/A,No backend field mapping required.
