Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-IOS-0003,Business,Business,Team Operations,Payroll,Expense,2026-04-19,12:08:42,2026-04-19 12:08:42,57453.63,INR,-57453.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0003,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
714,MTR-IOS-0714,Business,Business,Team Operations,Tools,Expense,2026-07-09,18:43:02,2026-07-09 18:43:02,158190.71,INR,-158190.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0714 | Tools | 158190.71,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0714,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0714 | Tools | 158190.71,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
717,MTR-IOS-0717,Business,Business,Business Runway,Funding,Income,2025-09-25,09:36:58,2025-09-25 09:36:58,147493.0,INR,147493.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0717 | Funding | 147493.00,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0717,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0717 | Funding | 147493.00,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
720,MTR-IOS-0720,Business,Business,Business Runway,Revenue,Income,2025-09-09,11:15:17,2025-09-09 11:15:17,8064.37,INR,8064.37,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0720 | Revenue | 8064.37,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0720,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0720 | Revenue | 8064.37,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
723,MTR-IOS-0723,Business,Business,Business Runway,Burn,Expense,2026-08-09,21:06:51,2026-08-09 21:06:51,49946.97,INR,-49946.97,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0723 | Burn | 49946.97,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0723,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0723 | Burn | 49946.97,JOINED,Runway Log Expense
726,MTR-IOS-0726,Business,Business,Business Runway,Reserve,Transfer,2026-04-22,00:49:53,2026-04-22 00:49:53,153038.66,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0726 | Reserve | 153038.66,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0726,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0726 | Reserve | 153038.66,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
729,MTR-IOS-0729,Business,Business,Business Runway,Loan,Income,2026-03-26,06:15:36,2026-03-26 06:15:36,153951.13,INR,153951.13,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0729 | Loan | 153951.13,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0729,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0729 | Loan | 153951.13,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
732,MTR-IOS-0732,Business,Business,Business Runway,Investment,Income,2025-11-18,04:07:00,2025-11-18 04:07:00,97906.29,INR,97906.29,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0732 | Investment | 97906.29,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0732,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0732 | Investment | 97906.29,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
735,MTR-IOS-0735,Business,Business,Business Operations,Software,Expense,2025-12-12,02:59:31,2025-12-12 02:59:31,136529.31,INR,-136529.31,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0735 | Software | 136529.31,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0735,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0735 | Software | 136529.31,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
738,MTR-IOS-0738,Business,Business,Business Operations,Rent,Expense,2025-12-16,19:44:13,2025-12-16 19:44:13,160362.52,INR,-160362.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0738 | Rent | 160362.52,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0738,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0738 | Rent | 160362.52,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
741,MTR-IOS-0741,Business,Business,Business Operations,Marketing,Expense,2026-06-22,00:40:07,2026-06-22 00:40:07,135306.51,INR,-135306.51,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0741 | Marketing | 135306.51,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0741,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0741 | Marketing | 135306.51,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
744,MTR-IOS-0744,Business,Business,Business Operations,Legal,Expense,2025-11-01,20:33:51,2025-11-01 20:33:51,46733.45,INR,-46733.45,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0744 | Legal | 46733.45,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0744,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0744 | Legal | 46733.45,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
747,MTR-IOS-0747,Business,Business,Business Operations,Accounting,Expense,2026-02-17,08:05:34,2026-02-17 08:05:34,36428.09,INR,-36428.09,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0747 | Accounting | 36428.09,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0747,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0747 | Accounting | 36428.09,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
750,MTR-IOS-0750,Business,Business,Business Operations,Equipment,Expense,2025-12-11,07:21:23,2025-12-11 07:21:23,130801.18,INR,-130801.18,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0750 | Equipment | 130801.18,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0750,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0750 | Equipment | 130801.18,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
753,MTR-IOS-0753,Business,Business,Business Operations,Vendor,Expense,2026-04-10,16:06:19,2026-04-10 16:06:19,88653.11,INR,-88653.11,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0753 | Vendor | 88653.11,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0753,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0753 | Vendor | 88653.11,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
756,MTR-IOS-0756,Business,Business,Business Operations,Tax,Expense,2026-01-04,17:11:26,2026-01-04 17:11:26,38962.46,INR,-38962.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0756 | Tax | 38962.46,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0756,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0756 | Tax | 38962.46,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
759,MTR-IOS-0759,Business,Business,Team Operations,Payroll,Expense,2026-05-28,19:23:21,2026-05-28 19:23:21,20344.27,INR,-20344.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0759 | Payroll | 20344.27,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0759,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0759 | Payroll | 20344.27,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
762,MTR-IOS-0762,Business,Business,Team Operations,Contractor,Expense,2026-03-03,05:45:43,2026-03-03 05:45:43,159498.48,INR,-159498.48,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0762 | Contractor | 159498.48,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0762,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0762 | Contractor | 159498.48,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
765,MTR-IOS-0765,Business,Business,Team Operations,Hiring,Expense,2026-06-12,15:52:35,2026-06-12 15:52:35,110345.2,INR,-110345.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0765 | Hiring | 110345.20,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0765,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0765 | Hiring | 110345.20,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
768,MTR-IOS-0768,Business,Business,Team Operations,Team Meal,Expense,2025-11-06,22:11:35,2025-11-06 22:11:35,14333.34,INR,-14333.34,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0768 | Team Meal | 14333.34,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0768,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0768 | Team Meal | 14333.34,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
771,MTR-IOS-0771,Business,Business,Team Operations,Travel,Expense,2025-12-11,22:07:42,2025-12-11 22:07:42,33055.13,INR,-33055.13,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0771 | Travel | 33055.13,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0771,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0771 | Travel | 33055.13,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
774,MTR-IOS-0774,Business,Business,Team Operations,Training,Expense,2026-08-14,03:58:38,2026-08-14 03:58:38,31651.66,INR,-31651.66,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0774 | Training | 31651.66,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0774,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0774 | Training | 31651.66,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
777,MTR-IOS-0777,Business,Business,Team Operations,Tools,Expense,2026-04-03,08:29:20,2026-04-03 08:29:20,100.0,INR,-100.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0777 | Tools | 100.00,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0777,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0777 | Tools | 100.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
780,MTR-IOS-0780,Business,Business,Business Runway,Funding,Income,2026-08-30,16:36:29,2026-08-30 16:36:29,87031.49,INR,87031.49,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0780 | Funding | 87031.49,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0780,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0780 | Funding | 87031.49,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
783,MTR-IOS-0783,Business,Business,Business Runway,Revenue,Income,2025-12-31,07:15:14,2025-12-31 07:15:14,131720.98,INR,131720.98,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0783 | Revenue | 131720.98,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0783,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0783 | Revenue | 131720.98,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
786,MTR-IOS-0786,Business,Business,Business Runway,Burn,Expense,2025-11-01,03:13:31,2025-11-01 03:13:31,76955.64,INR,-76955.64,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0786 | Burn | 76955.64,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0786,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0786 | Burn | 76955.64,JOINED,Runway Log Expense
789,MTR-IOS-0789,Business,Business,Business Runway,Reserve,Transfer,2026-03-01,03:10:56,2026-03-01 03:10:56,59444.71,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0789 | Reserve | 59444.71,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0789,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0789 | Reserve | 59444.71,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
792,MTR-IOS-0792,Business,Business,Business Runway,Loan,Income,2026-07-25,03:42:10,2026-07-25 03:42:10,105313.17,INR,105313.17,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0792 | Loan | 105313.17,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0792,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0792 | Loan | 105313.17,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
795,MTR-IOS-0795,Business,Business,Business Runway,Investment,Income,2026-04-08,02:08:59,2026-04-08 02:08:59,62513.98,INR,62513.98,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0795 | Investment | 62513.98,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0795,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0795 | Investment | 62513.98,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
798,MTR-IOS-0798,Business,Business,Business Operations,Software,Expense,2026-05-15,12:54:11,2026-05-15 12:54:11,61804.71,INR,-61804.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0798 | Software | 61804.71,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0798,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0798 | Software | 61804.71,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
801,MTR-IOS-0801,Business,Business,Business Operations,Rent,Expense,2025-09-16,04:27:59,2025-09-16 04:27:59,121565.26,INR,-121565.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0801 | Rent | 121565.26,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0801,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0801 | Rent | 121565.26,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
804,MTR-IOS-0804,Business,Business,Business Operations,Marketing,Expense,2026-02-26,12:46:02,2026-02-26 12:46:02,94690.02,INR,-94690.02,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0804 | Marketing | 94690.02,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0804,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0804 | Marketing | 94690.02,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
807,MTR-IOS-0807,Business,Business,Business Operations,Legal,Expense,2026-04-26,09:39:49,2026-04-26 09:39:49,20906.84,INR,-20906.84,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0807 | Legal | 20906.84,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0807,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0807 | Legal | 20906.84,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
810,MTR-IOS-0810,Business,Business,Business Operations,Accounting,Expense,2025-11-06,10:49:04,2025-11-06 10:49:04,78050.6,INR,-78050.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0810 | Accounting | 78050.60,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0810,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0810 | Accounting | 78050.60,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
813,MTR-IOS-0813,Business,Business,Business Operations,Equipment,Expense,2026-07-31,22:05:17,2026-07-31 22:05:17,22857.21,INR,-22857.21,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0813 | Equipment | 22857.21,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0813,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0813 | Equipment | 22857.21,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
816,MTR-IOS-0816,Business,Business,Business Operations,Vendor,Expense,2026-03-10,16:54:00,2026-03-10 16:54:00,126875.94,INR,-126875.94,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0816 | Vendor | 126875.94,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0816,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0816 | Vendor | 126875.94,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
819,MTR-IOS-0819,Business,Business,Business Operations,Tax,Expense,2026-08-11,21:08:34,2026-08-11 21:08:34,16965.62,INR,-16965.62,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0819 | Tax | 16965.62,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0819,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0819 | Tax | 16965.62,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
822,MTR-IOS-0822,Business,Business,Team Operations,Payroll,Expense,2026-07-18,21:35:56,2026-07-18 21:35:56,149524.85,INR,-149524.85,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0822 | Payroll | 149524.85,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0822,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0822 | Payroll | 149524.85,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
825,MTR-IOS-0825,Business,Business,Team Operations,Contractor,Expense,2026-06-28,19:40:35,2026-06-28 19:40:35,74535.0,INR,-74535.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0825 | Contractor | 74535.00,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0825,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0825 | Contractor | 74535.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
828,MTR-IOS-0828,Business,Business,Team Operations,Hiring,Expense,2025-09-16,04:30:18,2025-09-16 04:30:18,97722.71,INR,-97722.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0828 | Hiring | 97722.71,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0828,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0828 | Hiring | 97722.71,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
831,MTR-IOS-0831,Business,Business,Team Operations,Team Meal,Expense,2025-10-25,19:59:34,2025-10-25 19:59:34,84155.02,INR,-84155.02,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0831 | Team Meal | 84155.02,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0831,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0831 | Team Meal | 84155.02,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
834,MTR-IOS-0834,Business,Business,Team Operations,Travel,Expense,2026-03-23,00:33:14,2026-03-23 00:33:14,164073.28,INR,-164073.28,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0834 | Travel | 164073.28,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0834,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0834 | Travel | 164073.28,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
