Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-IOS-0002,Group,Shared Experience,Trip,Travel,Expense,2026-01-01,17:33:29,2026-01-01 17:33:29,26868.32,INR,-26868.32,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0002,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
557,MTR-IOS-0557,Group,Shared Experience,Wedding,Gifts,Expense,2026-08-26,15:52:47,2026-08-26 15:52:47,17760.78,INR,-17760.78,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-0557 | Gifts | 17760.78,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0557,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gifts,MAESTRO-IOS-GROUP-WEDDING-0557 | Gifts | 17760.78,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
560,MTR-IOS-0560,Group,Shared Experience,Wedding,Photography,Expense,2025-11-12,07:03:52,2025-11-12 07:03:52,10303.38,INR,-10303.38,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-0560 | Photography | 10303.38,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0560,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Photography,MAESTRO-IOS-GROUP-WEDDING-0560 | Photography | 10303.38,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
563,MTR-IOS-0563,Group,Shared Experience,Wedding,Other,Expense,2025-09-07,12:19:24,2025-09-07 12:19:24,18746.66,INR,-18746.66,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-0563 | Other | 18746.66,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0563,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-WEDDING-0563 | Other | 18746.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
566,MTR-IOS-0566,Group,Shared Experience,Office Outing,Food,Expense,2026-03-23,09:11:06,2026-03-23 09:11:06,20585.49,INR,-20585.49,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-0566 | Food | 20585.49,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0566,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-IOS-GROUP-OFFICE_OUTING-0566 | Food | 20585.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
569,MTR-IOS-0569,Group,Shared Experience,Office Outing,Travel,Expense,2026-03-13,06:39:16,2026-03-13 06:39:16,19065.06,INR,-19065.06,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-OFFICE_OUTING-0569 | Travel | 19065.06,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0569,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Travel,MAESTRO-IOS-GROUP-OFFICE_OUTING-0569 | Travel | 19065.06,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
572,MTR-IOS-0572,Group,Shared Experience,Office Outing,Activities,Expense,2025-12-12,03:40:56,2025-12-12 03:40:56,9827.8,INR,-9827.8,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-0572 | Activities | 9827.80,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0572,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-IOS-GROUP-OFFICE_OUTING-0572 | Activities | 9827.80,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
575,MTR-IOS-0575,Group,Shared Experience,Office Outing,Venue,Expense,2026-07-26,11:24:49,2026-07-26 11:24:49,84.77,INR,-84.77,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-OFFICE_OUTING-0575 | Venue | 84.77,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0575,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Venue,MAESTRO-IOS-GROUP-OFFICE_OUTING-0575 | Venue | 84.77,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
578,MTR-IOS-0578,Group,Shared Experience,Office Outing,Other,Expense,2025-10-23,20:10:32,2025-10-23 20:10:32,419.29,INR,-419.29,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-0578 | Other | 419.29,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0578,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-IOS-GROUP-OFFICE_OUTING-0578 | Other | 419.29,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
581,MTR-IOS-0581,Group,Shared Experience,House Party,Food,Expense,2026-02-06,15:30:02,2026-02-06 15:30:02,2033.2,INR,-2033.2,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-0581 | Food | 2033.20,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0581,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Food,MAESTRO-IOS-GROUP-HOUSE_PARTY-0581 | Food | 2033.20,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
584,MTR-IOS-0584,Group,Shared Experience,House Party,Drinks,Expense,2026-04-01,00:23:42,2026-04-01 00:23:42,11477.96,INR,-11477.96,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-0584 | Drinks | 11477.96,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0584,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Drinks,MAESTRO-IOS-GROUP-HOUSE_PARTY-0584 | Drinks | 11477.96,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
587,MTR-IOS-0587,Group,Shared Experience,House Party,Decor,Expense,2025-12-24,03:18:27,2025-12-24 03:18:27,21960.55,INR,-21960.55,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-0587 | Decor | 21960.55,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0587,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-IOS-GROUP-HOUSE_PARTY-0587 | Decor | 21960.55,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
590,MTR-IOS-0590,Group,Shared Experience,House Party,Supplies,Expense,2025-12-09,18:23:06,2025-12-09 18:23:06,6551.22,INR,-6551.22,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-HOUSE_PARTY-0590 | Supplies | 6551.22,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0590,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Supplies,MAESTRO-IOS-GROUP-HOUSE_PARTY-0590 | Supplies | 6551.22,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
593,MTR-IOS-0593,Group,Shared Experience,House Party,Other,Expense,2026-04-23,00:02:16,2026-04-23 00:02:16,11102.48,INR,-11102.48,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-0593 | Other | 11102.48,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0593,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-HOUSE_PARTY-0593 | Other | 11102.48,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
596,MTR-IOS-0596,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2025-10-04,12:09:15,2025-10-04 12:09:15,1096.86,INR,1096.86,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-GIFT_POOL-0596 | Contribution | 1096.86,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0596,ios,G05,GIFT_POOL,Contribute,G05:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Contribution,MAESTRO-IOS-GROUP-GIFT_POOL-0596 | Contribution | 1096.86,JOINED,
599,MTR-IOS-0599,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-07-28,13:17:32,2026-07-28 13:17:32,6955.64,INR,-6955.64,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-GIFT_POOL-0599 | Gift Purchase | 6955.64,iPhone,B12,RAMP_501_1500,CREATED,idem-20260902-ios-0599,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Gift Purchase,MAESTRO-IOS-GROUP-GIFT_POOL-0599 | Gift Purchase | 6955.64,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
602,MTR-IOS-0602,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-03-01,00:45:02,2026-03-01 00:45:02,16551.8,INR,-16551.8,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-GIFT_POOL-0602 | Delivery | 16551.80,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0602,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Delivery,MAESTRO-IOS-GROUP-GIFT_POOL-0602 | Delivery | 16551.80,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
605,MTR-IOS-0605,Group,Shared Purchase,Gift Pool,Other,Expense,2026-08-07,13:30:32,2026-08-07 13:30:32,16551.48,INR,-16551.48,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-GIFT_POOL-0605 | Other | 16551.48,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0605,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-GIFT_POOL-0605 | Other | 16551.48,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
608,MTR-IOS-0608,Group,Shared Purchase,Purchase,Item,Expense,2026-05-19,19:35:27,2026-05-19 19:35:27,4168.3,INR,-4168.3,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-PURCHASE-0608 | Item | 4168.30,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0608,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Item,MAESTRO-IOS-GROUP-PURCHASE-0608 | Item | 4168.30,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
611,MTR-IOS-0611,Group,Shared Purchase,Purchase,Shipping,Expense,2025-10-08,07:19:59,2025-10-08 07:19:59,22837.72,INR,-22837.72,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-PURCHASE-0611 | Shipping | 22837.72,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0611,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shipping,MAESTRO-IOS-GROUP-PURCHASE-0611 | Shipping | 22837.72,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
614,MTR-IOS-0614,Group,Shared Purchase,Purchase,Tax,Expense,2025-12-11,11:10:50,2025-12-11 11:10:50,24505.96,INR,-24505.96,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-PURCHASE-0614 | Tax | 24505.96,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0614,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Tax,MAESTRO-IOS-GROUP-PURCHASE-0614 | Tax | 24505.96,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
617,MTR-IOS-0617,Group,Shared Purchase,Purchase,Other,Expense,2026-07-24,18:46:51,2026-07-24 18:46:51,13391.74,INR,-13391.74,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-PURCHASE-0617 | Other | 13391.74,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0617,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-PURCHASE-0617 | Other | 13391.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
620,MTR-IOS-0620,Group,Shared Purchase,Assets,Purchase,Expense,2025-12-03,11:07:52,2025-12-03 11:07:52,1012.42,INR,-1012.42,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-0620 | Purchase | 1012.42,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0620,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Purchase,MAESTRO-IOS-GROUP-ASSETS-0620 | Purchase | 1012.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
623,MTR-IOS-0623,Group,Shared Purchase,Assets,Maintenance,Expense,2026-04-16,06:22:38,2026-04-16 06:22:38,13034.89,INR,-13034.89,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-ASSETS-0623 | Maintenance | 13034.89,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0623,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Maintenance,MAESTRO-IOS-GROUP-ASSETS-0623 | Maintenance | 13034.89,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
626,MTR-IOS-0626,Group,Shared Purchase,Assets,Repair,Expense,2026-06-26,16:35:58,2026-06-26 16:35:58,23283.77,INR,-23283.77,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-0626 | Repair | 23283.77,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0626,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repair,MAESTRO-IOS-GROUP-ASSETS-0626 | Repair | 23283.77,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
629,MTR-IOS-0629,Group,Shared Purchase,Assets,Insurance,Expense,2026-02-03,12:12:17,2026-02-03 12:12:17,10000.0,INR,-10000.0,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-ASSETS-0629 | Insurance | 10000.00,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0629,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Insurance,MAESTRO-IOS-GROUP-ASSETS-0629 | Insurance | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
632,MTR-IOS-0632,Group,Shared Purchase,Assets,Other,Expense,2026-02-24,10:45:44,2026-02-24 10:45:44,23455.44,INR,-23455.44,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-0632 | Other | 23455.44,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0632,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-IOS-GROUP-ASSETS-0632 | Other | 23455.44,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
635,MTR-IOS-0635,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-12-10,05:55:03,2025-12-10 05:55:03,21706.95,INR,-21706.95,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0635 | Custom Expense | 21706.95,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0635,ios,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0635 | Custom Expense | 21706.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
638,MTR-IOS-0638,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-05-23,04:58:12,2026-05-23 04:58:12,8516.85,INR,8516.85,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0638 | Custom Contribution | 8516.85,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0638,ios,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0638 | Custom Contribution | 8516.85,JOINED,
641,MTR-IOS-0641,Group,Shared Living,Flatmates,Rent,Expense,2025-12-25,12:00:43,2025-12-25 12:00:43,17267.12,INR,-17267.12,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-0641 | Rent | 17267.12,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0641,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-IOS-GROUP-FLATMATES-0641 | Rent | 17267.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
644,MTR-IOS-0644,Group,Shared Living,Flatmates,Utilities,Expense,2025-12-15,07:11:19,2025-12-15 07:11:19,14029.33,INR,-14029.33,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-0644 | Utilities | 14029.33,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0644,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-IOS-GROUP-FLATMATES-0644 | Utilities | 14029.33,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
647,MTR-IOS-0647,Group,Shared Living,Flatmates,Groceries,Expense,2026-05-12,20:11:37,2026-05-12 20:11:37,7284.49,INR,-7284.49,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-0647 | Groceries | 7284.49,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0647,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-IOS-GROUP-FLATMATES-0647 | Groceries | 7284.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
650,MTR-IOS-0650,Group,Shared Living,Flatmates,Internet,Expense,2026-04-07,02:54:24,2026-04-07 02:54:24,10859.57,INR,-10859.57,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-0650 | Internet | 10859.57,iPhone,B13,RAMP_501_1500,CREATED,idem-20260902-ios-0650,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Internet,MAESTRO-IOS-GROUP-FLATMATES-0650 | Internet | 10859.57,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
653,MTR-IOS-0653,Group,Shared Living,Flatmates,House Supplies,Expense,2026-05-26,06:28:42,2026-05-26 06:28:42,10478.53,INR,-10478.53,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-0653 | House Supplies | 10478.53,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0653,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,House Supplies,MAESTRO-IOS-GROUP-FLATMATES-0653 | House Supplies | 10478.53,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
656,MTR-IOS-0656,Group,Shared Living,Flatmates,Repairs,Expense,2026-01-29,12:34:45,2026-01-29 12:34:45,25866.47,INR,-25866.47,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-0656 | Repairs | 25866.47,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0656,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repairs,MAESTRO-IOS-GROUP-FLATMATES-0656 | Repairs | 25866.47,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
659,MTR-IOS-0659,Group,Shared Living,Shared Living,Rent,Expense,2026-02-14,06:59:32,2026-02-14 06:59:32,23329.24,INR,-23329.24,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-0659 | Rent | 23329.24,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0659,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-0659 | Rent | 23329.24,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
662,MTR-IOS-0662,Group,Shared Living,Shared Living,Utilities,Expense,2026-03-09,06:02:17,2026-03-09 06:02:17,14423.91,INR,-14423.91,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-0662 | Utilities | 14423.91,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0662,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-0662 | Utilities | 14423.91,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
665,MTR-IOS-0665,Group,Shared Living,Shared Living,Groceries,Expense,2026-07-18,00:02:20,2026-07-18 00:02:20,25181.9,INR,-25181.9,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-0665 | Groceries | 25181.90,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0665,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-0665 | Groceries | 25181.90,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
668,MTR-IOS-0668,Group,Shared Living,Shared Living,Maintenance,Expense,2026-03-27,13:46:24,2026-03-27 13:46:24,23437.48,INR,-23437.48,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-0668 | Maintenance | 23437.48,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0668,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-0668 | Maintenance | 23437.48,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
671,MTR-IOS-0671,Group,Shared Living,Shared Living,Other,Expense,2025-11-23,14:16:31,2025-11-23 14:16:31,14876.55,INR,-14876.55,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-0671 | Other | 14876.55,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0671,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-0671 | Other | 14876.55,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
674,MTR-IOS-0674,Group,Shared Living,Family Household,Groceries,Expense,2026-06-13,01:03:20,2026-06-13 01:03:20,8750.79,INR,-8750.79,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0674 | Groceries | 8750.79,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0674,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Groceries,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0674 | Groceries | 8750.79,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
