Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
880,MTR-IOS-0880,Personal,Personal,Lifestyle,Hobbies,Expense,2026-08-30,22:08:39,2026-08-30 22:08:39,17627.88,INR,-17627.88,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0880 | Hobbies | 17627.88,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0880,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-0880 | Hobbies | 17627.88,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
883,MTR-IOS-0883,Personal,Personal,Relationships,Gifts,Expense,2026-07-19,04:41:26,2026-07-19 04:41:26,725.44,INR,-725.44,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0883 | Gifts | 725.44,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0883,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0883 | Gifts | 725.44,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
886,MTR-IOS-0886,Personal,Personal,Relationships,Dates,Expense,2026-07-28,14:21:08,2026-07-28 14:21:08,6645.53,INR,-6645.53,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0886 | Dates | 6645.53,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0886,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0886 | Dates | 6645.53,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
889,MTR-IOS-0889,Personal,Personal,Relationships,Family,Expense,2026-05-10,20:18:03,2026-05-10 20:18:03,12122.94,INR,-12122.94,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0889 | Family | 12122.94,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0889,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0889 | Family | 12122.94,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
892,MTR-IOS-0892,Personal,Personal,Relationships,Friends,Expense,2026-06-02,00:45:06,2026-06-02 00:45:06,3852.74,INR,-3852.74,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0892 | Friends | 3852.74,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0892,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0892 | Friends | 3852.74,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
895,MTR-IOS-0895,Personal,Personal,Relationships,Celebrations,Expense,2026-07-17,14:58:34,2026-07-17 14:58:34,9809.44,INR,-9809.44,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0895 | Celebrations | 9809.44,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0895,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0895 | Celebrations | 9809.44,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
898,MTR-IOS-0898,Personal,Personal,Life Operations,Groceries,Expense,2025-09-28,18:04:11,2025-09-28 18:04:11,14347.57,INR,-14347.57,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0898 | Groceries | 14347.57,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0898,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0898 | Groceries | 14347.57,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
901,MTR-IOS-0901,Personal,Personal,Life Operations,Rent,Expense,2026-01-08,06:43:32,2026-01-08 06:43:32,1737.84,INR,-1737.84,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0901 | Rent | 1737.84,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0901,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0901 | Rent | 1737.84,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
904,MTR-IOS-0904,Personal,Personal,Life Operations,Bills,Expense,2025-09-15,21:57:32,2025-09-15 21:57:32,7350.81,INR,-7350.81,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0904 | Bills | 7350.81,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0904,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0904 | Bills | 7350.81,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
907,MTR-IOS-0907,Personal,Personal,Life Operations,Transport,Expense,2026-01-28,07:29:36,2026-01-28 07:29:36,11564.9,INR,-11564.9,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0907 | Transport | 11564.90,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0907,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0907 | Transport | 11564.90,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
910,MTR-IOS-0910,Personal,Personal,Life Operations,Healthcare,Expense,2026-05-28,17:08:51,2026-05-28 17:08:51,9151.99,INR,-9151.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0910 | Healthcare | 9151.99,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0910,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0910 | Healthcare | 9151.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
913,MTR-IOS-0913,Personal,Personal,Life Operations,Subscriptions,Expense,2025-10-05,11:36:08,2025-10-05 11:36:08,15777.54,INR,-15777.54,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0913 | Subscriptions | 15777.54,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0913,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0913 | Subscriptions | 15777.54,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
916,MTR-IOS-0916,Personal,Personal,Life Operations,Repairs,Expense,2025-09-15,02:14:25,2025-09-15 02:14:25,8533.4,INR,-8533.4,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0916 | Repairs | 8533.40,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0916,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0916 | Repairs | 8533.40,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
919,MTR-IOS-0919,Personal,Personal,Future Building,Savings,Transfer,2025-09-17,00:42:10,2025-09-17 00:42:10,17229.47,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0919 | Savings | 17229.47,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0919,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0919 | Savings | 17229.47,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
922,MTR-IOS-0922,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-11-12,04:28:28,2025-11-12 04:28:28,11033.03,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0922 | Emergency Fund | 11033.03,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0922,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0922 | Emergency Fund | 11033.03,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
925,MTR-IOS-0925,Personal,Personal,Future Building,Investments,Investment,2026-06-29,16:52:37,2026-06-29 16:52:37,1.0,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0925 | Investments | 1.00,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0925,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0925 | Investments | 1.00,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
928,MTR-IOS-0928,Personal,Personal,Future Building,Education,Expense,2025-10-29,02:58:27,2025-10-29 02:58:27,12533.43,INR,-12533.43,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0928 | Education | 12533.43,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0928,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0928 | Education | 12533.43,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
931,MTR-IOS-0931,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-06-22,07:27:17,2026-06-22 07:27:17,4130.92,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0931 | Goal Contribution | 4130.92,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0931,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0931 | Goal Contribution | 4130.92,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
934,MTR-IOS-0934,Personal,Personal,Lifestyle,Dining,Expense,2025-11-30,06:21:41,2025-11-30 06:21:41,6384.33,INR,-6384.33,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0934 | Dining | 6384.33,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0934,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-0934 | Dining | 6384.33,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
937,MTR-IOS-0937,Personal,Personal,Lifestyle,Shopping,Expense,2026-05-01,23:55:13,2026-05-01 23:55:13,4198.68,INR,-4198.68,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0937 | Shopping | 4198.68,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0937,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-0937 | Shopping | 4198.68,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
940,MTR-IOS-0940,Personal,Personal,Lifestyle,Entertainment,Expense,2025-11-21,04:22:26,2025-11-21 04:22:26,4236.57,INR,-4236.57,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0940 | Entertainment | 4236.57,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0940,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-0940 | Entertainment | 4236.57,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
943,MTR-IOS-0943,Personal,Personal,Lifestyle,Travel,Expense,2025-09-23,10:54:07,2025-09-23 10:54:07,15671.9,INR,-15671.9,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0943 | Travel | 15671.90,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0943,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-0943 | Travel | 15671.90,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
946,MTR-IOS-0946,Personal,Personal,Lifestyle,Fitness,Expense,2026-07-01,17:51:27,2026-07-01 17:51:27,16375.27,INR,-16375.27,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0946 | Fitness | 16375.27,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0946,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-0946 | Fitness | 16375.27,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
949,MTR-IOS-0949,Personal,Personal,Lifestyle,Hobbies,Expense,2025-09-29,09:07:27,2025-09-29 09:07:27,4467.72,INR,-4467.72,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0949 | Hobbies | 4467.72,iPhone,B19,RAMP_501_1500,CREATED,idem-20260902-ios-0949,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-0949 | Hobbies | 4467.72,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
952,MTR-IOS-0952,Personal,Personal,Relationships,Gifts,Expense,2026-03-03,04:30:02,2026-03-03 04:30:02,8303.78,INR,-8303.78,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0952 | Gifts | 8303.78,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0952,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0952 | Gifts | 8303.78,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
955,MTR-IOS-0955,Personal,Personal,Relationships,Dates,Expense,2026-01-25,11:20:07,2026-01-25 11:20:07,12344.36,INR,-12344.36,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0955 | Dates | 12344.36,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0955,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0955 | Dates | 12344.36,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
958,MTR-IOS-0958,Personal,Personal,Relationships,Family,Expense,2025-12-29,16:34:22,2025-12-29 16:34:22,1258.04,INR,-1258.04,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0958 | Family | 1258.04,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0958,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0958 | Family | 1258.04,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
961,MTR-IOS-0961,Personal,Personal,Relationships,Friends,Expense,2026-04-11,06:17:01,2026-04-11 06:17:01,11025.08,INR,-11025.08,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0961 | Friends | 11025.08,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0961,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0961 | Friends | 11025.08,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
964,MTR-IOS-0964,Personal,Personal,Relationships,Celebrations,Expense,2025-09-12,18:52:42,2025-09-12 18:52:42,13063.0,INR,-13063.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0964 | Celebrations | 13063.00,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0964,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0964 | Celebrations | 13063.00,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
967,MTR-IOS-0967,Personal,Personal,Life Operations,Groceries,Expense,2026-02-22,21:57:23,2026-02-22 21:57:23,11746.29,INR,-11746.29,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0967 | Groceries | 11746.29,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0967,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0967 | Groceries | 11746.29,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
970,MTR-IOS-0970,Personal,Personal,Life Operations,Rent,Expense,2026-04-21,23:07:45,2026-04-21 23:07:45,3536.71,INR,-3536.71,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0970 | Rent | 3536.71,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0970,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0970 | Rent | 3536.71,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
973,MTR-IOS-0973,Personal,Personal,Life Operations,Bills,Expense,2025-11-14,21:41:08,2025-11-14 21:41:08,9429.86,INR,-9429.86,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0973 | Bills | 9429.86,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0973,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0973 | Bills | 9429.86,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
976,MTR-IOS-0976,Personal,Personal,Life Operations,Transport,Expense,2026-02-22,18:33:36,2026-02-22 18:33:36,17175.86,INR,-17175.86,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0976 | Transport | 17175.86,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0976,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0976 | Transport | 17175.86,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
979,MTR-IOS-0979,Personal,Personal,Life Operations,Healthcare,Expense,2026-08-10,11:54:36,2026-08-10 11:54:36,5524.74,INR,-5524.74,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0979 | Healthcare | 5524.74,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0979,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0979 | Healthcare | 5524.74,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
982,MTR-IOS-0982,Personal,Personal,Life Operations,Subscriptions,Expense,2025-12-20,16:05:43,2025-12-20 16:05:43,4978.62,INR,-4978.62,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0982 | Subscriptions | 4978.62,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0982,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0982 | Subscriptions | 4978.62,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
985,MTR-IOS-0985,Personal,Personal,Life Operations,Repairs,Expense,2026-01-30,05:45:46,2026-01-30 05:45:46,5243.03,INR,-5243.03,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0985 | Repairs | 5243.03,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0985,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0985 | Repairs | 5243.03,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
988,MTR-IOS-0988,Personal,Personal,Future Building,Savings,Transfer,2025-09-04,01:47:48,2025-09-04 01:47:48,12305.47,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0988 | Savings | 12305.47,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0988,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0988 | Savings | 12305.47,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
991,MTR-IOS-0991,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-02-02,15:10:13,2026-02-02 15:10:13,4603.83,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0991 | Emergency Fund | 4603.83,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0991,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0991 | Emergency Fund | 4603.83,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
994,MTR-IOS-0994,Personal,Personal,Future Building,Investments,Investment,2026-06-08,00:06:57,2026-06-08 00:06:57,13174.57,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0994 | Investments | 13174.57,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0994,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0994 | Investments | 13174.57,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
997,MTR-IOS-0997,Personal,Personal,Future Building,Education,Expense,2026-02-19,09:39:32,2026-02-19 09:39:32,16324.82,INR,-16324.82,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0997 | Education | 16324.82,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-0997,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0997 | Education | 16324.82,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
1000,MTR-IOS-1000,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-09-12,06:16:34,2025-09-12 06:16:34,1673.93,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1000 | Goal Contribution | 1673.93,iPhone,B20,RAMP_501_1500,CREATED,idem-20260902-ios-1000,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1000 | Goal Contribution | 1673.93,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
