Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001
347,MTR-IOS-0347,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-05-05,20:14:45,2026-05-05 20:14:45,10821.75,INR,10821.75,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0347 | Custom Contribution | 10821.75,iPhone,B07,BASELINE_1_500,CREATED,idem-20260902-ios-0347
348,MTR-IOS-0348,Business,Business,Business Runway,Reserve,Transfer,2026-02-07,18:50:12,2026-02-07 18:50:12,96515.7,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0348 | Reserve | 96515.70,iPhone,B07,BASELINE_1_500,CREATED,idem-20260902-ios-0348
349,MTR-IOS-0349,Personal,Personal,Life Operations,Rent,Expense,2026-03-07,11:10:44,2026-03-07 11:10:44,8091.29,INR,-8091.29,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0349 | Rent | 8091.29,iPhone,B07,BASELINE_1_500,CREATED,idem-20260902-ios-0349
350,MTR-IOS-0350,Group,Shared Experience,Trip,Travel,Expense,2026-02-28,10:44:17,2026-02-28 10:44:17,11938.96,INR,-11938.96,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0350 | Travel | 11938.96,iPhone,B07,BASELINE_1_500,CREATED,idem-20260902-ios-0350
351,MTR-IOS-0351,Business,Business,Business Runway,Loan,Income,2025-09-10,02:18:22,2025-09-10 02:18:22,37243.44,INR,37243.44,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0351 | Loan | 37243.44,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0351
352,MTR-IOS-0352,Personal,Personal,Life Operations,Bills,Expense,2026-06-16,09:10:44,2026-06-16 09:10:44,14194.84,INR,-14194.84,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0352 | Bills | 14194.84,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0352
353,MTR-IOS-0353,Group,Shared Experience,Trip,Stay,Expense,2026-02-18,09:49:35,2026-02-18 09:49:35,4462.15,INR,-4462.15,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-0353 | Stay | 4462.15,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0353
354,MTR-IOS-0354,Business,Business,Business Runway,Investment,Income,2026-02-20,18:21:23,2026-02-20 18:21:23,84091.09,INR,84091.09,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0354 | Investment | 84091.09,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0354
355,MTR-IOS-0355,Personal,Personal,Life Operations,Transport,Expense,2026-03-19,14:50:10,2026-03-19 14:50:10,4459.95,INR,-4459.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0355 | Transport | 4459.95,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0355
356,MTR-IOS-0356,Group,Shared Experience,Trip,Food,Expense,2026-06-08,09:08:03,2026-06-08 09:08:03,6546.0,INR,-6546.0,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-TRIP-0356 | Food | 6546.00,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0356
357,MTR-IOS-0357,Business,Business,Business Operations,Software,Expense,2026-04-16,14:16:01,2026-04-16 14:16:01,164774.78,INR,-164774.78,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0357 | Software | 164774.78,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0357
358,MTR-IOS-0358,Personal,Personal,Life Operations,Healthcare,Expense,2025-10-30,08:07:09,2025-10-30 08:07:09,8130.87,INR,-8130.87,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0358 | Healthcare | 8130.87,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0358
359,MTR-IOS-0359,Group,Shared Experience,Trip,Local Transport,Expense,2025-11-15,16:30:27,2025-11-15 16:30:27,7770.15,INR,-7770.15,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-TRIP-0359 | Local Transport | 7770.15,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0359
360,MTR-IOS-0360,Business,Business,Business Operations,Rent,Expense,2025-09-20,04:15:41,2025-09-20 04:15:41,75488.29,INR,-75488.29,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0360 | Rent | 75488.29,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0360
361,MTR-IOS-0361,Personal,Personal,Life Operations,Subscriptions,Expense,2026-05-19,09:52:43,2026-05-19 09:52:43,840.9,INR,-840.9,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0361 | Subscriptions | 840.90,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0361
362,MTR-IOS-0362,Group,Shared Experience,Trip,Activities,Expense,2026-08-22,04:06:14,2026-08-22 04:06:14,13215.49,INR,-13215.49,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0362 | Activities | 13215.49,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0362
363,MTR-IOS-0363,Business,Business,Business Operations,Marketing,Expense,2026-06-19,02:58:34,2026-06-19 02:58:34,147978.31,INR,-147978.31,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0363 | Marketing | 147978.31,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0363
364,MTR-IOS-0364,Personal,Personal,Life Operations,Repairs,Expense,2025-12-29,22:41:41,2025-12-29 22:41:41,2120.4,INR,-2120.4,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0364 | Repairs | 2120.40,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0364
365,MTR-IOS-0365,Group,Shared Experience,Trip,Shopping,Expense,2025-09-09,04:36:12,2025-09-09 04:36:12,22196.23,INR,-22196.23,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-0365 | Shopping | 22196.23,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0365
366,MTR-IOS-0366,Business,Business,Business Operations,Legal,Expense,2026-01-21,10:47:49,2026-01-21 10:47:49,63943.45,INR,-63943.45,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0366 | Legal | 63943.45,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0366
367,MTR-IOS-0367,Personal,Personal,Future Building,Savings,Transfer,2025-11-12,17:31:08,2025-11-12 17:31:08,2396.78,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0367 | Savings | 2396.78,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0367
368,MTR-IOS-0368,Group,Shared Experience,Trip,Other,Expense,2026-06-13,04:12:25,2026-06-13 04:12:25,24153.02,INR,-24153.02,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-TRIP-0368 | Other | 24153.02,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0368
369,MTR-IOS-0369,Business,Business,Business Operations,Accounting,Expense,2026-05-03,17:18:18,2026-05-03 17:18:18,126622.5,INR,-126622.5,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0369 | Accounting | 126622.50,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0369
370,MTR-IOS-0370,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-09-12,03:51:33,2025-09-12 03:51:33,999.99,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0370 | Emergency Fund | 999.99,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0370
371,MTR-IOS-0371,Group,Shared Experience,Wedding,Venue,Expense,2025-09-20,05:12:05,2025-09-20 05:12:05,21281.27,INR,-21281.27,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-0371 | Venue | 21281.27,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0371
372,MTR-IOS-0372,Business,Business,Business Operations,Equipment,Expense,2026-04-10,09:04:21,2026-04-10 09:04:21,51812.89,INR,-51812.89,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0372 | Equipment | 51812.89,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0372
373,MTR-IOS-0373,Personal,Personal,Future Building,Investments,Investment,2026-06-09,20:37:04,2026-06-09 20:37:04,3915.81,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0373 | Investments | 3915.81,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0373
374,MTR-IOS-0374,Group,Shared Experience,Wedding,Catering,Expense,2025-11-04,01:30:28,2025-11-04 01:30:28,13875.58,INR,-13875.58,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-WEDDING-0374 | Catering | 13875.58,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0374
375,MTR-IOS-0375,Business,Business,Business Operations,Vendor,Expense,2026-03-10,18:42:08,2026-03-10 18:42:08,138576.85,INR,-138576.85,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0375 | Vendor | 138576.85,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0375
376,MTR-IOS-0376,Personal,Personal,Future Building,Education,Expense,2026-04-03,03:16:14,2026-04-03 03:16:14,7552.41,INR,-7552.41,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0376 | Education | 7552.41,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0376
377,MTR-IOS-0377,Group,Shared Experience,Wedding,Decor,Expense,2025-10-15,20:46:45,2025-10-15 20:46:45,24743.93,INR,-24743.93,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-0377 | Decor | 24743.93,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0377
378,MTR-IOS-0378,Business,Business,Business Operations,Tax,Expense,2026-01-22,19:26:25,2026-01-22 19:26:25,4327.32,INR,-4327.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0378 | Tax | 4327.32,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0378
379,MTR-IOS-0379,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-07-07,20:57:44,2026-07-07 20:57:44,6526.54,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0379 | Goal Contribution | 6526.54,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0379
380,MTR-IOS-0380,Group,Shared Experience,Wedding,Travel,Expense,2025-10-30,03:30:59,2025-10-30 03:30:59,9606.29,INR,-9606.29,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-0380 | Travel | 9606.29,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0380
381,MTR-IOS-0381,Business,Business,Team Operations,Payroll,Expense,2026-01-07,08:01:53,2026-01-07 08:01:53,19541.06,INR,-19541.06,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0381 | Payroll | 19541.06,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0381
382,MTR-IOS-0382,Personal,Personal,Lifestyle,Dining,Expense,2026-03-13,09:55:45,2026-03-13 09:55:45,3453.89,INR,-3453.89,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0382 | Dining | 3453.89,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0382
383,MTR-IOS-0383,Group,Shared Experience,Wedding,Gifts,Expense,2026-03-17,02:19:08,2026-03-17 02:19:08,10181.97,INR,-10181.97,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-0383 | Gifts | 10181.97,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0383
384,MTR-IOS-0384,Business,Business,Team Operations,Contractor,Expense,2026-01-29,22:22:41,2026-01-29 22:22:41,96904.12,INR,-96904.12,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0384 | Contractor | 96904.12,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0384
385,MTR-IOS-0385,Personal,Personal,Lifestyle,Shopping,Expense,2025-12-13,07:12:48,2025-12-13 07:12:48,17007.58,INR,-17007.58,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0385 | Shopping | 17007.58,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0385
386,MTR-IOS-0386,Group,Shared Experience,Wedding,Photography,Expense,2026-08-29,17:45:25,2026-08-29 17:45:25,8068.47,INR,-8068.47,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-WEDDING-0386 | Photography | 8068.47,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0386
387,MTR-IOS-0387,Business,Business,Team Operations,Hiring,Expense,2026-07-29,21:46:30,2026-07-29 21:46:30,27486.35,INR,-27486.35,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0387 | Hiring | 27486.35,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0387
388,MTR-IOS-0388,Personal,Personal,Lifestyle,Entertainment,Expense,2025-10-30,18:20:16,2025-10-30 18:20:16,4242.81,INR,-4242.81,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0388 | Entertainment | 4242.81,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0388
389,MTR-IOS-0389,Group,Shared Experience,Wedding,Other,Expense,2026-05-14,10:34:16,2026-05-14 10:34:16,19014.31,INR,-19014.31,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-0389 | Other | 19014.31,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0389
390,MTR-IOS-0390,Business,Business,Team Operations,Team Meal,Expense,2026-05-06,18:27:39,2026-05-06 18:27:39,129614.6,INR,-129614.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0390 | Team Meal | 129614.60,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0390
391,MTR-IOS-0391,Personal,Personal,Lifestyle,Travel,Expense,2025-09-11,02:17:18,2025-09-11 02:17:18,4579.13,INR,-4579.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0391 | Travel | 4579.13,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0391
392,MTR-IOS-0392,Group,Shared Experience,Office Outing,Food,Expense,2026-05-07,20:09:25,2026-05-07 20:09:25,12577.48,INR,-12577.48,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-0392 | Food | 12577.48,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0392
393,MTR-IOS-0393,Business,Business,Team Operations,Travel,Expense,2026-06-01,19:52:27,2026-06-01 19:52:27,65826.23,INR,-65826.23,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0393 | Travel | 65826.23,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0393
394,MTR-IOS-0394,Personal,Personal,Lifestyle,Fitness,Expense,2025-12-16,03:17:59,2025-12-16 03:17:59,7218.02,INR,-7218.02,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0394 | Fitness | 7218.02,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0394
395,MTR-IOS-0395,Group,Shared Experience,Office Outing,Travel,Expense,2026-05-19,20:39:42,2026-05-19 20:39:42,25683.24,INR,-25683.24,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-OFFICE_OUTING-0395 | Travel | 25683.24,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0395
396,MTR-IOS-0396,Business,Business,Team Operations,Training,Expense,2025-11-27,05:49:41,2025-11-27 05:49:41,28188.88,INR,-28188.88,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0396 | Training | 28188.88,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0396
397,MTR-IOS-0397,Personal,Personal,Lifestyle,Hobbies,Expense,2026-04-14,11:32:17,2026-04-14 11:32:17,9642.32,INR,-9642.32,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0397 | Hobbies | 9642.32,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0397
398,MTR-IOS-0398,Group,Shared Experience,Office Outing,Activities,Expense,2026-02-26,02:12:15,2026-02-26 02:12:15,13413.27,INR,-13413.27,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-0398 | Activities | 13413.27,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0398
399,MTR-IOS-0399,Business,Business,Team Operations,Tools,Expense,2026-05-03,10:52:23,2026-05-03 10:52:23,94057.88,INR,-94057.88,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0399 | Tools | 94057.88,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0399
400,MTR-IOS-0400,Personal,Personal,Relationships,Gifts,Expense,2026-03-01,16:20:28,2026-03-01 16:20:28,549.86,INR,-549.86,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0400 | Gifts | 549.86,iPhone,B08,BASELINE_1_500,CREATED,idem-20260902-ios-0400
401,MTR-IOS-0401,Group,Shared Experience,Office Outing,Venue,Expense,2026-05-08,15:30:19,2026-05-08 15:30:19,21674.55,INR,-21674.55,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-OFFICE_OUTING-0401 | Venue | 21674.55,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0401
402,MTR-IOS-0402,Business,Business,Business Runway,Funding,Income,2026-06-02,02:45:03,2026-06-02 02:45:03,53498.76,INR,53498.76,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0402 | Funding | 53498.76,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0402
403,MTR-IOS-0403,Personal,Personal,Relationships,Dates,Expense,2025-09-16,05:30:56,2025-09-16 05:30:56,11459.56,INR,-11459.56,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0403 | Dates | 11459.56,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0403
404,MTR-IOS-0404,Group,Shared Experience,Office Outing,Other,Expense,2025-10-24,22:34:08,2025-10-24 22:34:08,11009.01,INR,-11009.01,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-0404 | Other | 11009.01,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0404
405,MTR-IOS-0405,Business,Business,Business Runway,Revenue,Income,2026-03-30,20:58:04,2026-03-30 20:58:04,28028.26,INR,28028.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0405 | Revenue | 28028.26,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0405
406,MTR-IOS-0406,Personal,Personal,Relationships,Family,Expense,2025-12-10,09:43:17,2025-12-10 09:43:17,2477.84,INR,-2477.84,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0406 | Family | 2477.84,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0406
407,MTR-IOS-0407,Group,Shared Experience,House Party,Food,Expense,2026-08-28,23:21:27,2026-08-28 23:21:27,10000.0,INR,-10000.0,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-0407 | Food | 10000.00,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0407
408,MTR-IOS-0408,Business,Business,Business Runway,Burn,Expense,2026-04-04,14:29:37,2026-04-04 14:29:37,62466.94,INR,-62466.94,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0408 | Burn | 62466.94,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0408
409,MTR-IOS-0409,Personal,Personal,Relationships,Friends,Expense,2025-10-13,06:26:00,2025-10-13 06:26:00,10584.4,INR,-10584.4,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0409 | Friends | 10584.40,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0409
410,MTR-IOS-0410,Group,Shared Experience,House Party,Drinks,Expense,2026-05-08,03:23:13,2026-05-08 03:23:13,5532.72,INR,-5532.72,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-HOUSE_PARTY-0410 | Drinks | 5532.72,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0410
411,MTR-IOS-0411,Business,Business,Business Runway,Reserve,Transfer,2026-03-13,02:46:24,2026-03-13 02:46:24,98278.75,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0411 | Reserve | 98278.75,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0411
412,MTR-IOS-0412,Personal,Personal,Relationships,Celebrations,Expense,2025-12-15,14:30:01,2025-12-15 14:30:01,17706.72,INR,-17706.72,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0412 | Celebrations | 17706.72,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0412
413,MTR-IOS-0413,Group,Shared Experience,House Party,Decor,Expense,2026-07-17,22:50:14,2026-07-17 22:50:14,19183.81,INR,-19183.81,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-0413 | Decor | 19183.81,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0413
414,MTR-IOS-0414,Business,Business,Business Runway,Loan,Income,2026-02-12,08:19:40,2026-02-12 08:19:40,47240.01,INR,47240.01,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0414 | Loan | 47240.01,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0414
415,MTR-IOS-0415,Personal,Personal,Life Operations,Groceries,Expense,2025-11-30,02:06:06,2025-11-30 02:06:06,8213.56,INR,-8213.56,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0415 | Groceries | 8213.56,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0415
416,MTR-IOS-0416,Group,Shared Experience,House Party,Supplies,Expense,2025-09-19,15:34:14,2025-09-19 15:34:14,9262.69,INR,-9262.69,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-0416 | Supplies | 9262.69,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0416
417,MTR-IOS-0417,Business,Business,Business Runway,Investment,Income,2025-12-23,11:14:09,2025-12-23 11:14:09,51130.59,INR,51130.59,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0417 | Investment | 51130.59,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0417
418,MTR-IOS-0418,Personal,Personal,Life Operations,Rent,Expense,2026-04-13,07:16:37,2026-04-13 07:16:37,30.46,INR,-30.46,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0418 | Rent | 30.46,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0418
419,MTR-IOS-0419,Group,Shared Experience,House Party,Other,Expense,2026-05-29,09:41:51,2026-05-29 09:41:51,14544.51,INR,-14544.51,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-0419 | Other | 14544.51,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0419
420,MTR-IOS-0420,Business,Business,Business Operations,Software,Expense,2025-11-16,23:20:20,2025-11-16 23:20:20,38092.97,INR,-38092.97,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0420 | Software | 38092.97,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0420
421,MTR-IOS-0421,Personal,Personal,Life Operations,Bills,Expense,2026-05-29,03:07:33,2026-05-29 03:07:33,4609.13,INR,-4609.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0421 | Bills | 4609.13,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0421
422,MTR-IOS-0422,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-02-16,03:02:31,2026-02-16 03:02:31,24561.16,INR,24561.16,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-GIFT_POOL-0422 | Contribution | 24561.16,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0422
423,MTR-IOS-0423,Business,Business,Business Operations,Rent,Expense,2025-12-26,00:16:46,2025-12-26 00:16:46,107947.76,INR,-107947.76,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0423 | Rent | 107947.76,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0423
424,MTR-IOS-0424,Personal,Personal,Life Operations,Transport,Expense,2025-12-10,03:03:36,2025-12-10 03:03:36,5252.31,INR,-5252.31,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0424 | Transport | 5252.31,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0424
425,MTR-IOS-0425,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2025-12-07,13:39:52,2025-12-07 13:39:52,4434.72,INR,-4434.72,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-GIFT_POOL-0425 | Gift Purchase | 4434.72,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0425
426,MTR-IOS-0426,Business,Business,Business Operations,Marketing,Expense,2025-11-28,07:25:29,2025-11-28 07:25:29,17986.18,INR,-17986.18,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0426 | Marketing | 17986.18,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0426
427,MTR-IOS-0427,Personal,Personal,Life Operations,Healthcare,Expense,2026-02-03,10:45:19,2026-02-03 10:45:19,11337.61,INR,-11337.61,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0427 | Healthcare | 11337.61,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0427
428,MTR-IOS-0428,Group,Shared Purchase,Gift Pool,Delivery,Expense,2025-11-14,06:30:52,2025-11-14 06:30:52,17199.11,INR,-17199.11,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-GIFT_POOL-0428 | Delivery | 17199.11,iPhone,B09,BASELINE_1_500,CREATED,idem-20260902-ios-0428
